"","Authors","Year","Title","Abstract","DOI"
"134","Jiang, Yuhong V.; Sisk, Caitlin A.",2019,"Habit-like attention","The control of selective attention is traditionally considered to be either goal-driven or stimulus-driven. Increasing research, however, has linked past experience to attentional selection. Effects of selection history may be transient, as in inter-trial priming, or durable. Here we review several examples of enduring changes of attention and relate them to properties of habits. Like motor habits, reading direction is reinforced over an extended period of time. Despite the brevity of training, probability learning, context learning, value-driven attention, and learned attentional set also exhibit habit-like properties, including automaticity, insensitivity to outcome devaluation, and inflexibility. A consideration of whether a selection history effect is habit-like may help taxonomize diverse forms of experience-driven attention.","10.1016/j.copsyc.2018.11.014"
"135","Wang, Lihui; Chang, Wenshuo; Krebs, Ruth M.; Boehler, C. Nico; Theeuwes, Jan; Zhou, Xiaolin",2019,"Neural Dynamics of Reward-Induced Response Activation and Inhibition","Reward-predictive stimuli can increase an automatic response tendency, which needs to be counteracted by effortful response inhibition when this tendency is inappropriate for the current task. Here we investigated how the human brain implements this dynamic process by adopting a reward-modulated Simon task while acquiring EEG and fMRI data in separate sessions. In the Simon task, a lateral target stimulus triggers an automatic response tendency of the spatially corresponding hand, which needs to be overcome if the activated hand is opposite to what the task requires, thereby delaying the response. We associated high or low reward with different targets, the location of which could be congruent or incongruent with the correct response hand. High-reward targets elicited larger Simon effects than low-reward targets, suggesting an increase in the automatic response tendency induced by the stimulus location. This tendency was accompanied by modulations of the lateralized readiness potential over the motor cortex, and was inhibited soon after if the high-reward targets were incongruent with the correct response hand. Moreover, this process was accompanied by enhanced theta oscillations in medial frontal cortex and enhanced activity in a frontobasal ganglia network. With dynamical causal modeling, we further demonstrated that the connection from presupplementary motor area (pre-SMA) to right inferior frontal cortex (rIFC) played a crucial role in modulating the reward-modulated response inhibition. Our results support a dynamic neural model of reward-induced response activation and inhibition, and shed light on the neural communication between reward and cognitive control in generating adaptive behaviors.","10.1093/cercor/bhy275"
"136","Gutierrez-Cobo, Maria J.; Luque, David; Most, Steven B.; Fernandez-Berrocal, Pablo; Le Pelley, Mike E.",2019,"Reward and emotion influence attentional bias in rapid serial visual presentation","Facial emotion constitutes an important source of information, and rapid processing of this information may bring adaptive advantages. Previous evidence suggests that emotional faces are sometimes prioritised for cognitive processing. Three experiments used an emotion-induced blindness task to examine whether this prioritisation occurs in a purely stimulus-driven fashion or whether it emerges only when the faces are task-relevant. Angry or neutral faces appeared as distractors in a rapid serial visual presentation sequence, shortly before a target that participants were required to identify. Either the emotion (Experiment 1) or gender (Experiments 2 and 3) of the distractor face indicated whether a correct/incorrect response to the target would produce reward/punishment, or not. The three experiments found that reward-related faces impaired subsequent target identification, replicating previous results. Target identification accuracy was also impaired following angry faces, compared with neutral faces, demonstrating an emotion-induced attentional bias. Importantly, this impairment was observed even when face emotion was entirely irrelevant to the participants' ongoing task (in Experiments 2 and 3), suggesting that rapid processing of the facial emotion might arise (at least in part) from the operation of relatively automatic cognitive-perceptual processes.","10.1177/1747021819840615"
"137","Pietrock, Charlotte; Ebrahimi, Claudia; Katthagen, Teresa M.; Koch, Stefan P.; Heinz, Andreas; Rothkirch, Marcus; Schlagenhauf, Florian",2019,"Pupil dilation as an implicit measure of appetitive Pavlovian learning","Appetitive Pavlovian conditioning is a learning mechanism of fundamental biological and pathophysiological significance. Nonetheless, its exploration in humans remains sparse, which is partly attributed to the lack of an established psychophysiological parameter that aptly represents conditioned responding. This study evaluated pupil diameter and other ocular response measures (gaze dwelling time, blink duration and count) as indices of conditioning. Additionally, a learning model was used to infer participants' learning progress on the basis of their pupil dilation. Twenty-nine healthy volunteers completed an appetitive differential delay conditioning paradigm with a primary reward, while the ocular response measures along with other psychophysiological (heart rate, electrodermal activity, postauricular and eyeblink reflex) and behavioral (ratings, contingency awareness) parameters were obtained to examine the relation among different measures. A significantly stronger increase in pupil diameter, longer gaze duration and shorter eyeblink duration was observed in response to the reward-predicting cue compared to the control cue. The Pearce-Hall attention model best predicted the trial-by-trial pupil diameter. This conditioned response was corroborated by a pronounced heart rate deceleration to the reward-predicting cue, while no conditioning effect was observed in the electrodermal activity or startle responses. There was no discernible correlation between the psychophysiological response measures. These results highlight the potential value of ocular response measures as sensitive indices for representing appetitive conditioning.","10.1111/psyp.13463"
"138","Albertella, Lucy; Le Pelley, Mike E.; Chamberlain, Samuel R.; Westbrook, Fred; Fontenelle, Leonardo F.; Segrave, Rebecca; Lee, Rico; Pearson, Daniel; Yucel, Murat",2019,"Reward-Related Attentional Capture Is Associated With Severity of Addictive and Obsessive-Compulsive Behaviors","A cue that signals reward can capture attention and elicit approach behaviors in people and animals. The current study examined whether attentional capture by reward-related cues is associated with severity of addiction-related and obsessive-compulsive behaviors. Participants were recruited via Mechanical Turk and included 143 adults (M-age = 34 years, SD = 85; 43% female) who had endorsed at least 1 addiction-related or obsessive-compulsive behavior in the past month. All assessment components were delivered via the Internet and included questionnaires to assess severity of compulsivity-related problems across addiction-related and obsessive-compulsive behaviors, as well as a visual search task to measure reward-related attentional capture. Reward-related attentional capture was associated with severity of compulsivity, transdi-agnostically. These findings have implications for understanding the mechanisms that underlie compulsive behaviors and suggest that reward-related attentional capture is a promising transdiagnostic cognitive risk marker for compulsivity.","10.1037/adb0000484"
"139","Alfandari, Defne; Belopolsky, Artem V.; Olivers, Christian N. L.",2019,"Eye movements reveal learning and information-seeking in attentional template acquisition","Visual attention serves to select relevant visual information. However, observers often first need to find out what is relevant. Little is known about this information-seeking process and how it affects attention. We employed a cued visual search task in combination with eye tracking to investigate which oculomotor measures reflect the acquisition of information for a subsequent task. A cue indicated as to which target to look for in a following search display. Cue-target combinations were repeated several times, enabling learning of the target. We found that reductions in cue fixation times and saccade size provided stable indices of learning. Despite the learning, participants continued to attend to repeated cues. Several factors contribute to people attending to information they already know: First, the information value provided by the cue continues to drive attention. Second, even in the absence of information value, attention continues to be directed to cue features that previously signalled relevant information. Third, the decision to attend to a known cue depends on cognitive effort. We propose that this combination of information value, previous relevance, and effort is best captured within an information-seeking framework, and that oculomotor parameters provide a useful proxy for uncovering these factors and their interactions.","10.1080/13506285.2019.1636918"
"140","Griffiths, Kristi R.; Yang, Jenny; Touyz, Stephen W.; Hay, Phillipa J.; Clarke, Simon D.; Korgaonkar, Mayuresh S.; Gomes, Linette; Anderson, Gail; Foster, Sheryl; Kohn, Michael R.",2019,"Understanding the neural mechanisms of lisdexamfetamine dimesylate (LDX) pharmacotherapy in Binge Eating Disorder (BED): a study protocol","BackgroundThe efficacy and safety of Lisdexamfetamine dimesylate (LDX) in the treatment of moderate to severe binge eating disorder (BED) has been demonstrated in multiple randomised clinical trials. Despite this, little is known about how LDX acts to improve binge eating symptoms. This study aims to provide a comprehensive understanding of the neural mechanisms by which LDX improves symptoms of BED. We hypothesise that LDX will act by normalising connectivity within neural circuits responsible for reward and impulse control, and that this normalisation will correlate with reduced binge eating episodes.MethodsThis is an open-label Phase 4 clinical trial of LDX in adults with moderate to severe BED. Enrolment will include 40 adults with moderate to severe BED aged 18-40years and Body Mass Index (BMI) of 20-45kg/m(2), and 22 healthy controls matched for age, gender and BMI. Clinical interview and validated scales are used to confirm diagnosis and screen for exclusion criteria, which include comorbid anorexia nervosa or bulimia nervosa, use of psychostimulants within the past 6months, and current use of antipsychotics or noradrenaline reuptake inhibitors. Baseline assessments include clinical symptoms, multimodal neuroimaging, cognitive assessment of reward sensitivity and behavioural inhibition, and an (optional) genetic sample. A subset of these assessments are repeated after eight weeks of treatment with LDX titrated to either 50 or 70mg. The primary outcome measures are resting-state intrinsic connectivity and the number of binge eating episodes. Analyses will be applied to resting-state fMRI data to characterise pharmacological effects across the functional connectome, and assess correlations with symptom measure changes. Comparison of neural measures between controls and those with BED post-treatment will also be performed to determine whether LDX normalises brain function.DiscussionFirst enrolment was in May 2018, and is ongoing. This study is the first comprehensive investigation of the neurobiological changes that occur with LDX treatment in adults with moderate to severe BED.Trial registrationACTRN12618000623291, Australian and New Zealand Clinical Trials Registry URL: https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=374913&isReview=true. Date of Registration: 20 April 2018.","10.1186/s40337-019-0253-3"
"141","Watson, Poppy; Pearson, Daniel; Chow, Michelle; Theeuwes, Jan; Wiers, Reinout W.; Most, Steven B.; Le Pelley, Mike E.",2019,"Capture and Control: Working Memory Modulates Attentional Capture by Reward-Related Stimuli","Physically salient but task-irrelevant distractors can capture attention in visual search, but resource-dependent, executive-control processes can help reduce this distraction. However, it is not only physically salient stimuli that grab our attention: Recent research has shown that reward history also influences the likelihood that stimuli will capture attention. Here, we investigated whether resource-dependent control processes modulate the effect of reward on attentional capture, much as for the effect of physical salience. To this end, we used eye tracking with a rewarded visual search task and compared performance under conditions of high and low working memory load. In two experiments, we demonstrated that oculomotor capture by high-reward distractor stimuli is enhanced under high memory load. These results highlight the role of executive-control processes in modulating distraction by reward-related stimuli. Our findings have implications for understanding the neurocognitive processes involved in real-life conditions in which reward-related stimuli may influence behavior, such as addiction.","10.1177/0956797619855964"
"142","Failing, Michel; Wang, Benchi; Theeuwes, Jan",2019,"Spatial suppression due to statistical regularities is driven by distractor suppression not by target activation","Where and what we attend to is not only determined by what we are currently looking for but also by what we have encountered in the past. Recent studies suggest that biasing the probability by which distractors appear at locations in visual space may lead to attentional suppression of high-probability distractor locations, which effectively reduces capture by a distractor but also impairs target selection at this location. However, in many of these studies introducing a high-probability distractor location was equivalent to increasing the probability of the target appearing in any of the other locations (i.e., the low-probability distractor locations). Here, we investigate an alternative interpretation of previous findings according to which attentional selection at high-probability distractor locations is not suppressed but selection at low-probability distractor locations is facilitated. In two visual search tasks, we found no evidence for this hypothesis: there was no evidence for spatial suppression when only target probabilities were biased (Experiment 1), nor did the spatial suppression disappear when only the distractor probabilities were biased while the target probabilities were equal (Experiment 2). We conclude that recurrent presentation of a distractor in a specific location leads to attentional suppression of that location through a mechanism that is unaffected by any regularities regarding the target position.","10.3758/s13414-019-01704-9"
"143","Le Pelley, Mike E.; Watson, Poppy; Pearson, Daniel; Abcywickrama, Ravini S.; Most, Steven B.",2019,"Winners and Losers: Reward and Punishment Produce Biases in Temporal Selection","Studies of visual search demonstrate that the 'learned value' of stimuli (the extent to which they signal valued events, such as rewards and punishments) influences whether they will be prioritized by spatial attention. Recent work suggests that learned value also modulates attentional prioritization even when all stimuli are presented in the same location, suggesting an influence on temporal selection wherein value-related stimuli become more capable of disrupting central mechanisms of perceptual awareness. However, it remains unclear whether temporal selection is influenced specifically by learning about the relationship of stimuli with reward, or with punishment, or both. This question motivated the current experiments. Participants saw a stream of pictures in a central location, and had to identify the orientation of a rotated target picture. In Experiment 1, response accuracy was reduced if the target was preceded by a 'valued' distractor picture that signaled that a correct response to the target would be rewarded, relative to a distractor picture that did not signal reward. In Experiment 2, accuracy was reduced if the valued distractor picture signaled that an incorrect response would be punished, relative to a distractor that did not signal punishment. Experiment 3 replicated these findings, and demonstrated that the influence of rewards/punishments persisted into an extinction phase in which valued distractors were entirely task-irrelevant. These findings suggest that it is the motivational significance of the outcome, rather than its valence, that is the crucial determinant of the influence of learned value on temporal selection.","10.1037/xlm0000612"
"144","Johannes, Niklas; Dora, Jonas; Rusz, Dorottya",2019,"Social Smartphone Apps Do Not Capture Attention Despite Their Perceived High Reward Value","Smartphones have been shown to distract people from their main tasks (e.g., studying, working), but the psychological mechanisms underlying these distractions are not clear yet. In a preregistered experiment (https://osf.io/g8kbu/), we tested whether the distracting nature of smartphones stems from their high associated (social) reward value. Participants (N = 117) performed a visual search task while they were distracted by (a) high social reward apps (e.g., Facebook app icon + notification sign), (b) low social reward apps (e.g., Facebook app icon), and (c) no social reward apps (e.g., Weather app icon). We expected that high social reward app icons would slow down search, especially when people were deprived of their smartphones. Surprisingly, high social reward (vs. low or no social reward) apps did not impair visual search performance, yet in a survey (N = 158) participants indicated to perceive these icons as more rewarding. Our results demonstrate that even if people perceive social smartphone apps as more rewarding than nonsocial apps, this may not manifest in behavior.","10.1525/collabra.207"
"145","Heuer, Anna; Wolf, Christian; Schuetz, Alexander C.; Schuboe, Anna",2019,"The possibility to make choices modulates feature-based effects of reward","When making decisions, humans can maximize the positive outcome of their actions by choosing the option associated with the highest reward. We have recently shown that choices modulate effects of reward via a bias in spatial attention: Locations associated with a lower reward are anticipatorily suppressed, as indicated by delayed responses to low-reward targets and increased parieto-occipital alpha power. Here, we investigated whether this inhibition also occurs when reward is not coupled to location but to a nonspatial feature (color). We analyzed reaction times to single targets associated with a low or high reward as a function of whether a second trial type, choice-trials, were interleaved. In choice-trials, participants could choose either one of two targets to obtain the associated reward. Indeed, responses to low-reward targets were slower when choice-trials were present, magnifying the influence of reward, and this delay was more pronounced in trials immediately following a choice. No corresponding changes in parieto-occipital alpha power were observed, but the behavioral findings suggest that choices modulate a reward-related bias in feature-based attention in a similar manner as for spatial attention, and support the idea that reward primarily affects behaviour when it is of immediate relevance.","10.1038/s41598-019-42255-1"
"146","Anderson, Brian A.; Kim, Haena",2019,"Test-retest reliability of value-driven attentional capture","Attention is biased toward learned predictors of reward. The degree to which attention is automatically drawn to arbitrary reward cues has been linked to a variety of psychopathologies, including drug dependence, HIV-risk behaviors, depressive symptoms, and attention deficit/hyperactivity disorder. In the context of addiction specifically, attentional biases toward drug cues have been related to drug craving and treatment outcomes. Given the potential role of value-based attention in psychopathology, the ability to quantify the magnitude of such bias before and after a treatment intervention in order to assess treatment-related changes in attention allocation would be desirable. However, the test-retest reliability of value-driven attentional capture by arbitrary reward cues has not been established. In the present study, we show that an oculomotor measure of value-driven attentional capture produces highly robust test-retest reliability for a behavioral assessment, whereas the response time (RT) measure more commonly used in the attentional bias literature does not. Our findings provide methodological support for the ability to obtain a reliable measure of susceptibility to value-driven attentional capture at multiple points in time, and they highlight a limitation of RT-based measures that should inform the use of attentional-bias tasks as an assessment tool.","10.3758/s13428-018-1079-7"
"147","Watson, Poppy; Pearson, Daniel; Wiers, Reinout W.; Le Pelley, Mike E.",2019,"Prioritizing pleasure and pain: attentional capture by reward-related and punishment-related stimuli","Attention is shaped by our prior experiences with stimuli, and in particular by learning about their relationship with motivationally significant events: rewards and punishments. While it is typically adaptive to prioritize detection of signals of reward and punishment, recent evidence suggests that attentional prioritization of motivationally relevant information can be involuntary and inflexible, which can be counterproductive when circumstances change, and these signals are no longer the focus of a person's goals. We review this literature, which suggests that attentional capture is promoted by learning about both rewards and punishments, though further research is required to probe for differences in the temporal dynamics of these processes. We also highlight the clinical relevance of interactions between appetitive and aversive motivation and perceptual-cognitive processes.","10.1016/j.cobeha.2018.12.002"
"148","Folyi, Timea; Wentura, Dirk",2019,"Involuntary sensory enhancement of gain- and loss-associated tones: A general relevance principle","In a recent event-related potential (ERP) study (Folyi et al., 2016), we have demonstrated that sensory processing of task-irrelevant tones is enhanced when they were previously associated with positive or negative (by the means of monetary gains and losses, respectively) affective meaning relative to tones with neutral meaning, as indexed by the enhancement of the auditory NI-amplitude. In the present study, (1) in line with the hypothesis of affective counter-regulation, we investigated whether positive versus negative tones can receive differential attentional enhancement, depending on motivational context (Experiment 1); and (2) whether the early facilitation of positive and negative tones can operate strictly outside of the focus of voluntary attention (Experiment 2). In Experiment 1, we replicated the basic N1 valence effect, but found no moderation by motivational context. In Experiment 2, we found a small valence effect on the NI. By combining data from the three experiments (i.e., our previous experiment and the present ones; N = 72), we found a clear enhancement of NI amplitudes for valenced tones without moderation by experiment. This pattern of results suggests comparable early attentional enhancement of valenced tones in general: (a) despite different level of concurrent task-relevant attentional and motivational demands in these experiments; and (b) without prioritizing one valence category over another, supporting our claim that the general relevance of the tones with high motivational value that governs early attentional facilitation.","10.1016/j.ijpsycho.2019.01.007"
"149","Anderson, Brian A.; Kim, Haena",2019,"On the relationship between value-driven and stimulus-driven attentional capture","Reward history, physical salience, and task relevance all influence the degree to which a stimulus competes for attention, reflecting value-driven, stimulus-driven, and goal-contingent attentional capture, respectively. Theories of value-driven attention have likened reward cues to physically salient stimuli, positing that reward cues are preferentially processed in early visual areas as a result of value-modulated plasticity in the visual system. Such theories predict a strong coupling between value-driven and stimulus-driven attentional capture across individuals. In the present study, we directly test this hypothesis, and demonstrate a robust correlation between value-driven and stimulus-driven attentional capture. Our findings suggest substantive overlap in the mechanisms of competition underlying the attentional priority of reward cues and physically salient stimuli.","10.3758/s13414-019-01670-2"
"150","Kim, Haena; Anderson, Brian A.",2019,"Dissociable neural mechanisms underlie value-driven and selection-driven attentional capture","Stimuli associated with reward acquire the ability to automatically capture attention. It is also the case that, with sufficient training, former targets can acquire the ability to capture attention in the absence of extrinsic rewards. It remains unclear whether these two experience-dependent attentional biases share a common underlying mechanism. The present study examined the influence of selection history on attentional capture, and compared its neural correlates with those of value-driven attentional capture reported in Anderson et al. (2014a). Participants completed a four-day training in visual search for a specific colour target. In a subsequent test phase, they performed visual search for a shape-defined target in which colour was task-irrelevant. Response times were slower when a former target-colour distractor was present than when it was absent, replicating attentional capture by unrewarded former targets. Neuroimaging results revealed preferential activation by a former target colour distractor in sensory areas. A more right lateralised pattern of activation was observed, compared to attentional capture by reward cues. No distractor-evoked activity was found in the caudate tail. These results imply that attentional capture by selection history is primarily driven by plasticity in sensory areas, and that reward history and selection history influence attention via dissociable underlying mechanisms.","10.1016/j.brainres.2018.11.026"
"151","Rusz, Dorottya; Bijleveld, Erik; Kompier, Michiel A. J.",2019,"Do Reward-Related Distractors Impair Cognitive Performance? Perhaps Not","Over a hundred prior studies show that reward-related distractors capture attention. It is less clear, however, whether and when reward-related distractors affect performance on tasks that require cognitive control. In this experiment, we examined whether reward-related distractors impair performance during a demanding arithmetic task. Participants (N = 81) solved math problems, while they were exposed to task-irrelevant stimuli that were previously associated with monetary rewards (vs. not). Although we found some evidence for reward learning in the training phase, results from the test phase showed no evidence that reward-related distractors harm cognitive performance. This null effect was invariant across different versions of our task. We examined the results further with Bayesian analyses, which showed positive evidence for the null. Altogether, the present study showed that reward-related distractors did not harm performance on a mental arithmetic task. When considered together with previous studies, the present study suggests that the negative impact of reward-related distractors on cognitive control is not as straightforward as it may seem, and that more research is needed to clarify the circumstances under which reward-related distractors harm cognitive control.","10.1525/collabra.169"
"152","Kim, Haena; Anderson, Brian A.",2019,"Dissociable Components of Experience-Driven Attention","What we pay attention to is influenced by current task goals (goal-directed attention) [1, 2], the physical salience of stimuli (stimulus-driven attention) [3-5], and selection history [6-12]. This third construct, which encompasses reward learning, aversive conditioning, and repetitive orienting behavior [12-18], is often characterized as a unitary mechanism of control that can be contrasted with the other two [12-14]. Here, we present evidence that two different learning processes underlie the influence of selection history on attention, with dissociable consequences for orienting behavior. Human observers performed an antisaccade task in which they were paid for shifting their gaze in the direction opposite one of two color-defined targets. Strikingly, such training resulted in a bias to do the opposite of what observers were motivated and paid to do, with associative learning facilitating orienting toward reward cues. On the other hand, repetitive orienting away from a target produced a bias to repeat this behavior even when it conflicted with current goals, reflecting instrumental conditioning of the orienting response. Our findings challenge the idea that selection history reflects a common mechanism of learning-dependent priority and instead suggest multiple distinct routes by which learning history shapes orienting behavior. We also provide direct evidence for the idea that value-based attention is approach oriented, which limits the effectiveness of attentional bias modification techniques that utilize incentive structures.","10.1016/j.cub.2019.01.030"
"153","Bergmann, Nils; Koch, Dennis; Schuboe, Anna",2019,"Reward expectation facilitates context learning and attentional guidance in visual search","Modulations of visual attention due to expectation of reward were frequently reported in recent years. Recent studies revealed that reward can modulate the implicit learning of repeated context configurations (e.g., Tseng & Lleras, 2013). We investigated the influence of reward expectations on context learning by associating colors to different reward magnitudes. Participants searched through contexts consisting of spatially distributed L-shaped distractors and a T-shaped target, with half of these objects appearing in a color associated with low, medium, or high reward. Half of these context configurations were repeatedly presented in every experimental block, whereas the other half was generated newly for every trial. Results showed an earlier and more pronounced contextual cueing effect in contexts associated with high reward compared with low reward contexts. This was visible as faster decline of response times to targets in repeated contexts associated with high reward compared with repeated low reward and novel contexts, and was reflected in the eye movement pattern as shorter distance of the first fixation to the target location. These results suggest that expectation of high reward magnitude facilitates subsequent learning of repeated context configurations. High reward also increases the efficiency of attention guidance toward the target location.","10.1167/19.3.10"
"154","Leganes-Fonteneau, Mateo; Nikolaou, Kyriaki; Scott, Ryan; Duka, Theodora",2019,"Knowledge about the predictive value of reward conditioned stimuli modulates their interference with cognitive processes","Stimuli conditioned with a substance can generate drug-approach behaviors due to their acquired motivational properties. According to implicit theories of addiction, these stimuli can decrease cognitive control automatically. The present study (n = 49) examined whether reward-associated stimuli can interfere with cognitive processes in the absence of knowledge about stimulus-outcome contingencies. Conditioned stimuli (CS) were paired with high-reward (HR) or low-reward (LR) probabilities of monetary reward using a Pavlovian learning task. Participants were categorized as Aware or Unaware of contingencies using a Bayesian analysis. CS were then used as task-irrelevant distractors in modified flanker and N-back tasks. Results show HR CS can generate increased interference in the flanker task for participants Unaware of contingencies, contributing further evidence for the existence of implicit Pavlovian conditioning. For the N-back task, working memory performance was affected by HR CS, albeit only for Aware participants. These results suggest that CS can interfere implicitly with cognitive processes in a similar way to drug-related stimuli. Such an effect could occur in a stimulus-driven fashion, devoid of top-down goal-directedness. These findings have implications for the conceptualization and study of implicit processes in addiction and highlights the necessity to reconsider the measurement of such phenomena.","10.1101/lm.048272.118"
"155","De Tommaso, Matteo; Mastropasqua, Tommaso; Turatto, Massimo",2019,"Multiple reward-cue contingencies favor expectancy over uncertainty in shaping the reward-cue attentional salience","Reward-predicting cues attract attention because of their motivational value. A debated question regards the conditions under which the cue's attentional salience is governed more by reward expectancy rather than by reward uncertainty. To help shedding light on this relevant issue, here, we manipulated expectancy and uncertainty using three levels of reward-cue contingency, so that, for example, a high level of reward expectancy (p=.8) was compared with the highest level of reward uncertainty (p=.5). In Experiment 1, the best reward-cue during conditioning was preferentially attended in a subsequent visual search task. This result was replicated in Experiment 2, in which the cues were matched in terms of response history. In Experiment 3, we implemented a hybrid procedure consisting of two phases: an omission contingency procedure during conditioning, followed by a visual search task as in the previous experiments. Crucially, during both phases, the reward-cues were never task relevant. Results confirmed that, when multiple reward-cue contingencies are explored by a human observer, expectancy is the major factor controlling both the attentional and the oculomotor salience of the reward-cue.","10.1007/s00426-017-0960-9"
"156","Le Pelley, Mike E.; Pearson, Daniel; Porter, Alexis; Yee, Hannah; Luque, David",2019,"Oculomotor capture is influenced by expected reward value but (maybe) not predictiveness","A large body of research has shown that learning about relationships between neutral stimuli and events of significance - rewards or punishments - influences the extent to which people attend to those stimuli in the future. However, different accounts of this influence differ in terms of the critical variable that is proposed to determine learned changes in attention. We describe two experiments using eye-tracking with a rewarded visual search procedure to investigate whether attentional capture is influenced by the predictiveness of stimuli (i.e., the extent to which they provide information about upcoming events) or by their absolute associative value (i.e., the expected incentive value of the outcome that a stimulus predicts). Results demonstrated a clear influence of associative value on the likelihood that stimuli will capture eye-movements, but the evidence for a distinct influence of predictiveness was less compelling. The results of these experiments can be reconciled within a simple account under which attentional prioritization is a monotonic function of the expected, subjective value of the reward that is signalled by a stimulus.","10.1080/17470218.2017.1313874"
"157","Quigley, Martyn C.; Eatherington, Carla J.; Haselgrove, Mark",2019,"Learned changes in outcome associability","When a cue reliably predicts an outcome, the associability of that cue will change. Associative theories of learning propose this change will persist even when the same cue is paired with a different outcome. These theories, however, do not extend the same privilege to an outcome; an outcome's learning history is deemed to have no bearing on subsequent new learning involving that outcome. Two experiments were conducted which sought to investigate this assumption inherent in these theories using a serial letter-prediction task. In both experiments, participants were exposed, in Stage 1, to a predictable outcome (X') and an unpredictable outcome (Z'). In Stage 2, participants were exposed to the same outcomes preceded by novel cues which were equally predictive of both outcomes. Both experiments revealed that participants' learning towards the previously predictable outcome was more rapid in Stage 2 than the previously unpredicted outcome. The implications of these results for theories of associative learning are discussed.","10.1080/17470218.2017.1344258"
"158","Buckley, Matthew G.; Smith, Alastair D.; Haselgrov, Mark",2019,"Thinking outside of the box II: Disrupting the cognitive map","A number of influential spatial learning theories posit that organisms encode a viewpoint independent (i.e. allocentric) representation of the global boundary shape of their environment in order to support spatial reorientation and place learning. In contrast to the trial and error learning mechanisms that support domain-general processes, a representation of the global-shape of the environment is thought to be encoded automatically as part of a cognitive map, and without interference from other spatial cues. To date, however, this core theoretical assumption has not been appropriately examined. This is because previous attempts to address this question have failed to employ tasks that fully dissociate reorientation based on an allocentric representation of global-shape from egocentric reorientation strategies. Here, we address this issue in two experiments. Participants were trained to navigate to a hidden goal on one side of a virtual arena (e.g. the inside) before being required to find the same point on the alternative side (e.g. the outside). At test, performing the correct search behaviour requires an allocentric representation of the global boundary-shape. Using established associative learning procedures of overshadowing and blocking, we find that search behaviour at test is disrupted when participants were able to form landmark-goal associations during training. These results demonstrate that encoding of an allocentric representation of boundary information is susceptible to interference from landmark cues, and is not acquired through special means. Instead, the results suggest that allocentric representations of environmental boundaries are acquired through the same kind of error-correction mechanisms that support domain-general non-spatial learning.","10.1016/j.cogpsych.2018.11.001"
"159","Talmi, Deborah; Slapkova, Martina; Wieser, Matthias J.",2019,"Testing the Possibility of Model-based Pavlovian Control of Attention to Threat","Signals for reward or punishment attract attention preferentially, a principle termed value-modulated attention capture (VMAC). The mechanisms that govern the allocation of attention can be described with a terminology that is more often applied to the control of overt behaviors, namely, the distinction between instrumental and Pavlovian control, and between model-free and model-based control. Although instrumental control of VMAC can be either model-free or model-based, it is not known whether Pavlovian control of VMAC can be model-based. To decide whether this is possible, we measured steady-state visual evoked potentials (SSVEPs) while 20 healthy adults took part in a novel task. During the learning stage, participants underwent aversive threat conditioning with two conditioned stimuli (CSs): one that predicted pain (CS+) and one that predicted safety (CS-). Instructions given before the test stage allowed participants to infer whether novel, ambiguous CSs (new_CS+/new_CS-) were threatening or safe. Correct inference required combining stored internal representations and new propositional information, the hallmark of model-based control. SSVEP amplitudes quantified the amount of attention allocated to novel CSs on their very first presentation, before they were ever reinforced. We found that SSVEPs were higher for new_CS+ than new_CS-. This result is potentially indicative of model-based Pavlovian control of VMAC, but additional controls are necessary to verify this conclusively. This result underlines the potential transformative role of information and inference in emotion regulation.","10.1162/jocn_a_01329"
"160","Gluth, Sebastian; Spektor, Mikhail S.; Rieskamp, Joerg",2018,"Value-based attentional capture affects multi-alternative decision making","Humans and other animals often violate economic principles when choosing between multiple alternatives, but the underlying neurocognitive mechanisms remain elusive. A robust finding is that adding a third option can alter the relative preference for the original alternatives, but studies disagree on whether the third option's value decreases or increases accuracy. To shed light on this controversy, we used and extended the paradigm of one study reporting a positive effect. However, our four experiments with 147 human participants and a reanalysis of the original data revealed that the positive effect is neither replicable nor reproducible. In contrast, our behavioral and eye-tracking results are best explained by assuming that the third option's value captures attention and thereby impedes accuracy. We propose a computational model that accounts for the complex interplay of value, attention, and choice. Our theory explains how choice sets and environments influence the neurocognitive processes of multi-alternative decision making.","10.7554/eLife.39659"
"161","Rusz, Dorottya; Bijleveld, Erik; Kompier, Michiel A. J.",2018,"Reward-associated distractors can harm cognitive performance","When people carry out cognitive tasks, they sometimes suffer from distractions, that is, drops in performance that occur close in time to task-irrelevant stimuli. In this research, we examine how the pursuit of rewards contributes to distractions. In two experiments, participants performed a math task (in which they could earn monetary rewards vs. not) while they were exposed to task-irrelevant stimuli (that were previously associated with monetary rewards vs. not). In Experiment 1, irrelevant cues that were previously associated with rewards (vs. not) impaired performance. In Experiment 2, this effect was only replicated when these reward-associated distractors appeared relatively early during task performance. While the results were thus somewhat mixed, they generally support the idea that reward associations can augment the negative effect of distractors on performance.","10.1371/journal.pone.0205091"
