Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Publication Stage,Open Access,Source,EID
"Anderson B.A.","36058352000;","Controlled information processing, automaticity, and the burden of proof",2018,"Psychonomic Bulletin and Review","25","5",,"1814","1823",,27,"10.3758/s13423-017-1412-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035357018&doi=10.3758%2fs13423-017-1412-7&partnerID=40&md5=525f3b7c1c7a0b7459219d6859382e82","Cognitive psychologists often distinguish between voluntary and involuntary/automatic processes in attention and cognitive control. Dedicated experimental paradigms have been developed to isolate involuntary information processing, but these paradigms tend to assume a rigid and inflexible process that is either stimulus-driven or built up through simple repetition. In contrast, voluntary information processing is often assumed when processing is in line with arbitrarily defined task-specific goals. Here I review evidence from multiple cases suggesting that ostensibly goal-directed cognitive processes may not be so voluntary and controlled. It is argued that automatic processes can be conditionalized to reflect the task relevance of the stimuli and selection history in a variety of ways, rapidly and flexibly adjusting in order to facilitate future goal-directed behavior. As a result, many studies assumed to have measured a voluntary cognitive process have likely measured an amalgam of voluntary and automatic processes, thus blurring the distinction between the two. Automaticity may be much broader and more sophisticated than has previously been thought, which has wide-reaching implications for our conception of human cognitive control. © 2017, Psychonomic Society, Inc.",Review,"Final","All Open Access, Bronze",Scopus,2-s2.0-85035357018
"Sali A.W., Anderson B.A., Courtney S.M.","55489590000;36058352000;7006599723;","Information Processing Biases in the Brain: Implications for Decision-Making and Self-Governance",2018,"Neuroethics","11","3",,"259","271",,7,"10.1007/s12152-016-9251-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960091344&doi=10.1007%2fs12152-016-9251-1&partnerID=40&md5=10a53b10b8cc02b6ab1b38bab90a6d48","To make behavioral choices that are in line with our goals and our moral beliefs, we need to gather and consider information about our current situation. Most information present in our environment is not relevant to the choices we need or would want to make and thus could interfere with our ability to behave in ways that reflect our underlying values. Certain sources of information could even lead us to make choices we later regret, and thus it would be beneficial to be able to ignore that information. Our ability to exert successful self-governance depends on our ability to attend to sources of information that we deem important to our decision-making processes. We generally assume that, at any moment, we have the ability to choose what we pay attention to. However, recent research indicates that what we pay attention to is influenced by our prior experiences, including reward history and past successes and failures, even when we are not aware of this history. Even momentary distractions can cause us to miss or discount information that should have a greater influence on our decisions given our values. Such biases in attention thus raise questions about the degree to which the choices that we make may be poorly informed and not truly reflect our ability to otherwise exert self-governance. © 2016, Springer Science+Business Media Dordrecht.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84960091344
"Anderson B.A., Kim H.","36058352000;57202061067;","Mechanisms of value-learning in the guidance of spatial attention",2018,"Cognition","178",,,"26","36",,37,"10.1016/j.cognition.2018.05.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046999099&doi=10.1016%2fj.cognition.2018.05.005&partnerID=40&md5=5c163bbfd1d80df4dffb3238ffe3b2b6","The role of associative reward learning in the guidance of feature-based attention is well established. The extent to which reward learning can modulate spatial attention has been much more controversial. At least one demonstration of a persistent spatial attention bias following space-based associative reward learning has been reported. At the same time, multiple other experiments have been published failing to demonstrate enduring attentional biases towards locations at which a target, if found, yields high reward. This is in spite of evidence that participants use reward structures to inform their decisions where to search, leading some to suggest that, unlike feature-based attention, spatial attention may be impervious to the influence of learning from reward structures. Here, we demonstrate a robust bias towards regions of a scene that participants were previously rewarded for selecting. This spatial bias relies on representations that are anchored to the configuration of objects within a scene. The observed bias appears to be driven specifically by reinforcement learning, and can be observed with equal strength following non-reward corrective feedback. The time course of the bias is consistent with a transient shift of attention, rather than a strategic search pattern, and is evident in eye movement patterns during free viewing. Taken together, our findings reconcile previously conflicting reports and offer an integrative account of how learning from feedback shapes the spatial attention system. © 2018 Elsevier B.V.",Article,"Final","",Scopus,2-s2.0-85046999099
"Won B.-Y., Leber A.B.","36614803400;57204246651;","Failure to exploit learned spatial value information during visual search",2018,"Visual Cognition","26","7",,"482","499",,4,"10.1080/13506285.2018.1500502","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050553093&doi=10.1080%2f13506285.2018.1500502&partnerID=40&md5=b372465ccdb37eea8adffdbdc6527eb0","In recent years there has been rapid proliferation of studies demonstrating how reward learning guides visual search. However, most of these studies have focused on feature-based reward, and there has been scant evidence supporting the learning of space-based reward. We raise the possibility that the visual search apparatus is impenetrable to spatial value contingencies, even when such contingencies are learned and represented online in a separate knowledge domain. In three experiments, we interleaved a visual choice task with a visual search task in which one display quadrant produced greater monetary rewards than the remaining quadrants. We found that participants consistently exploited this spatial value contingency during the choice task but not during the search task–even when these tasks were interleaved within the same trials and when rewards were contingent on response speed. These results suggest that the expression of spatial value information is task specific and that the visual search apparatus could be impenetrable to spatial reward information. Such findings are consistent with an evolutionary framework in which the search apparatus has little to gain from spatial value information in most real world situations. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group.",Article,"Final","",Scopus,2-s2.0-85050553093
"Marchner J.R., Preuschhof C.","55867725400;6505536988;","Reward history but not search history explains value-driven attentional capture",2018,"Attention, Perception, and Psychophysics","80","6",,"1436","1448",,15,"10.3758/s13414-018-1513-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045748810&doi=10.3758%2fs13414-018-1513-z&partnerID=40&md5=725a3711949bbf031d4cdd41d6a985a7","In past years, an extensive amount of research has focused on how past experiences guide future attention. Humans automatically attend to stimuli previously associated with reward and stimuli that have been experienced during visual search, even when it is disadvantageous in present situations. Recently, the relationship between “reward history” and “search history” has been discussed critically. We review results from research on value-driven attentional capture (VDAC) with a focus on these two experience-based attentional selection processes and their distinction. To clarify inconsistencies, we examined VDAC within a design that allows a direct comparison with other mechanisms of attentional selection. Eighty-four healthy adults were trained to incidentally associate colors with reward (10 cents, 2 cents) or with no reward. In a subsequent visual search task, distraction by reward-associated and unrewarded stimuli was contrasted. In the training phase, reward signals facilitated performance. When these value-signaling stimuli appeared as distractors in the test phase, they continuously shaped attentional selection, despite their task irrelevance. Our findings clearly cannot be attributed to a history of target search. We conclude that once an association is established, value signals guide attention automatically in new situations, which can be beneficial or not, depending on the congruency with current goals. © 2018, The Psychonomic Society, Inc.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85045748810
"Sali A.W., Anderson B.A., Yantis S., Mostofsky S.H., Rosch K.S.","55489590000;36058352000;7004040257;7003584880;55695634800;","Reduced Value-Driven Attentional Capture Among Children with ADHD Compared to Typically Developing Controls",2018,"Journal of Abnormal Child Psychology","46","6",,"1187","1200",,20,"10.1007/s10802-017-0345-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029544102&doi=10.1007%2fs10802-017-0345-y&partnerID=40&md5=714559b7c98a0b46df5bed60b6ee5db5","The current study examined whether children with ADHD were more distracted by a stimulus previously associated with reward, but currently goal-irrelevant, than their typically-developing peers. In addition, we also probed the associated cognitive and motivational mechanisms by examining correlations with other behavioral tasks. Participants included 8–12 year-old children with ADHD (n = 30) and typically developing controls (n = 26). Children were instructed to visually search for color-defined targets and received monetary rewards for accurate responses. In a subsequent search task in which color was explicitly irrelevant, we manipulated whether a distractor item appeared in a previously reward-associated color. We examined whether children responded more slowly on trials with the previously-rewarded distractor present compared to trials without this distractor, a phenomenon referred to as value-driven attentional capture (VDAC), and whether children with and without ADHD differed in the extent to which they displayed VDAC. Correlations among working memory performance, immediate reward preference (delay discounting) and attentional capture were also examined. Children with ADHD were significantly less affected by the presence of the previously rewarded distractor than were control participants. Within the ADHD group, greater value-driven attentional capture was associated with poorer working memory. Although both ADHD and control participants were initially distracted by previously reward-associated stimuli, the magnitude of distraction was larger and persisted longer among control participants. © 2017, Springer Science+Business Media, LLC.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85029544102
"Bahle B., Beck V.M., Hollingworth A.","57194187535;36090754200;7003438163;","The architecture of interaction between visual working memory and visual attention",2018,"Journal of Experimental Psychology: Human Perception and Performance","44","7",,"992","1011",,52,"10.1037/xhp0000509","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045073597&doi=10.1037%2fxhp0000509&partnerID=40&md5=8cb572bac6d120287e535851035d1a7e","In five experiments, we examined whether a task-irrelevant item in visual working memory (VWM) interacts with perceptual selection when VWM must also be used to maintain a template representation of a search target. This question is critical to distinguishing between competing theories specifying the architecture of interaction between VWM and attention. The single-item template hypothesis (SIT) posits that only a single item in VWM can be maintained in a state that interacts with attention. Thus, the secondary item should be inert with respect to attentional guidance. The multiple-item template hypothesis (MIT) posits that multiple items can be maintained in a state that interacts with attention; thus, both the target representation and the secondary item should be capable of guiding selection. This question has been addressed previously in attention capture studies, but the results have been ambiguous. Here, we modified these earlier paradigms to optimize sensitivity to capture. Capture by a distractor matching the secondary item in VWM was observed consistently across multiple types of search task (abstract arrays and natural scenes), multiple dependent measures (search reaction time (RT) and oculomotor capture), multiple memory dimensions (color and shape), and multiple search stimulus dimensions (color, shape, common objects), providing strong support for the MIT. © 2018 American Psychological Association.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85045073597
"Mine C., Saiki J.","56600474700;7004665668;","Pavlovian reward learning elicits attentional capture by reward-associated stimuli",2018,"Attention, Perception, and Psychophysics","80","5",,"1083","1095",,9,"10.3758/s13414-018-1502-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043699642&doi=10.3758%2fs13414-018-1502-2&partnerID=40&md5=be6d7688a138d4e51682ae76c6820705","Feature–reward association elicits value-driven attentional capture (VDAC) regardless of the task relevance of associated features. What are the necessary conditions for feature–reward associations in VDAC? Recent studies claim that VDAC is based on Pavlovian conditioning. In this study, we manipulated the temporal relationships among feature, response, and reward in reward learning to elucidate the necessary components of VDAC. We presented reward-associated features in a variety of locations in a flanker task to form a color–reward association (training phase) and then tested VDAC in a subsequent visual search task (test phase). In Experiment 1, we showed reward-associated features in a task display requiring response selection and observed VDAC, consistent with most previous studies. In Experiment 2, features presented at a fixation display before a task display also induced VDAC. Moreover, in Experiment 3, we reduced the time interval between features and rewards so that features appeared after a task display and we obtained marginally significant VDAC. However, no VDAC was observed when features and rewards were simultaneously presented in a feedback display in Experiments 4 and 5, suggesting that a direct association between feature and reward is not sufficient for VDAC. These results are in favor of the idea that response selection does not mediate feature–reward association in VDAC. Moreover, the evidence suggests that the time interval of feature and reward is flexible with some restriction in the learning of feature–reward association. The present study supports the hypothesis that theories of Pavlovian conditioning can account for feature–reward association in VDAC. © 2018, The Psychonomic Society, Inc.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85043699642
"Beesley T., Hanafi G., Vadillo M.A., Shanks D.R., Livesey E.J.","14424213800;57201436030;6602776139;7005569087;23492797600;","Overt attention in contextual cuing of visual search is driven by the attentional set, but not by the predictiveness of distractors",2018,"Journal of Experimental Psychology: Learning Memory and Cognition","44","5",,"707","721",,17,"10.1037/xlm0000467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044738023&doi=10.1037%2fxlm0000467&partnerID=40&md5=d3c3d26ec606af7e1cb6dcbaf30423d7","Two experiments examined biases in selective attention during contextual cuing of visual search. When participants were instructed to search for a target of a particular color, overt attention (as measured by the location of fixations) was biased strongly toward distractors presented in that same color. However, when participants searched for targets that could be presented in 1 of 2 possible colors, overt attention was not biased between the different distractors, regardless of whether these distractors predicted the location of the target (repeating) or did not (randomly arranged). These data suggest that selective attention in visual search is guided only by the demands of the target detection task (the attentional set) and not by the predictive validity of the distractor elements. © 2018 American Psychological Association.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85044738023
"Beck V.M., Luck S.J., Hollingworth A.","36090754200;7005263811;7003438163;","Whatever you do, don't look at the. .: Evaluating guidance by an exclusionary attentional template",2018,"Journal of Experimental Psychology: Human Perception and Performance","44","4",,"645","662",,64,"10.1037/xhp0000485","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031693318&doi=10.1037%2fxhp0000485&partnerID=40&md5=e74c688691f8f65afc2981675ebcad6b","People can use a target template consisting of one or more features to guide attention and gaze to matching objects in a search array. But can we also use feature information to guide attention away from known irrelevant items? Some studies found a benefit from foreknowledge of a distractor feature, whereas others found a cost. Importantly, previous work has largely relied on end-of-trial manual responses; it is unclear how feature-guided avoidance might unfold as candidate objects are inspected. In the current experiments, participants were cued with a distractor feature to avoid, then performed a visual search task while eye movements were recorded. Participants initially fixated a to-be-avoided object more frequently than predicted by chance, but they also demonstrated avoidance of cue-matching objects later in the trial. When provided more time between cue stimulus and search array, participants continued to be initially captured by a cued-color item. Furthermore, avoidance of cue-matching objects later in the trial was not contingent on initial capture by a cue-matching object. These results suggest that the conflicting findings in previous negative-cue experiments may be explained by a mixture of two independent processes: initial attentional capture by memory-matching items and later avoidance of known irrelevant items. © 2017 American Psychological Association.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85031693318
"Failing M., Theeuwes J.","56184242100;7006932399;","Selection history: How reward modulates selectivity of visual attention",2018,"Psychonomic Bulletin and Review","25","2",,"514","538",,230,"10.3758/s13423-017-1380-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030696792&doi=10.3758%2fs13423-017-1380-y&partnerID=40&md5=4a8dfa58bb2099b28c403461eb0f77dd","Visual attention enables us to selectively prioritize or suppress information in the environment. Prominent models concerned with the control of visual attention differentiate between goal-directed, top-down and stimulus-driven, bottom-up control, with the former determined by current selection goals and the latter determined by physical salience. In the current review, we discuss recent studies that demonstrate that attentional selection does not need to be the result of top-down or bottom-up processing but, instead, is often driven by lingering biases due to the “history” of former attention deployments. This review mainly focuses on reward-based history effects; yet other types of history effects such as (intertrial) priming, statistical learning and affective conditioning are also discussed. We argue that evidence from behavioral, eye-movement and neuroimaging studies supports the idea that selection history modulates the topographical landscape of spatial “priority” maps, such that attention is biased toward locations having the highest activation on this map. © 2017, The Author(s).",Review,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85030696792
"Wang L., Li S., Zhou X., Theeuwes J.","55751729400;55369404200;36116357700;7006932399;","Stimuli that signal the availability of reward break into attentional focus",2018,"Vision Research","144",,,"20","28",,14,"10.1016/j.visres.2017.10.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041666641&doi=10.1016%2fj.visres.2017.10.008&partnerID=40&md5=94e55d742676ceec9df5d93b76da0ed9","Mounting evidence has shown that a task-irrelevant, previously reward-associated stimulus can capture attention even when attending to this stimulus impairs the processing of the current target. Here we investigate whether a stimulus that merely signals the availability of reward could capture attention and interfere with target processing when it is located outside of attentional focus. In three experiments, a target was always presented at the bottom of the lower visual field to attract focal attention. A distractor signalling high or low reward availability for the current trial was presented around the target with a variable distance between them. This distractor was task-irrelevant; getting distracted by it could potentially result in an omission of reward. For the high-reward condition, the distractor located adjacent to the target more severely interfered with target processing than the distractor at a relatively distant location; for the low-reward condition, distractors at different locations had the same impact upon target processing. Relative to the low-reward distractor, the high-reward distractor impaired target processing, but only at the location adjacent to the target. When the target location was uncertain such that attention was unable to be directed to the target in advance, the high-reward distractor interfered with target processing at both the adjacent and distant locations. Overall, these results suggest that a task-irrelevant stimulus can break into focus of attention by simply signalling the availability of reward even when getting distracted by this stimulus is counterproductive to obtaining reward. © 2018 Elsevier Ltd",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85041666641
"Bucker B., Theeuwes J.","56076378900;7006932399;","Stimulus-driven and goal-driven effects on Pavlovian associative reward learning",2018,"Visual Cognition","26","2",,"131","148",,19,"10.1080/13506285.2017.1399948","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034621839&doi=10.1080%2f13506285.2017.1399948&partnerID=40&md5=96daa0b447039f0186d64941b086230b","It has been shown that pure Pavlovian associative reward learning can elicit value-driven attentional capture. However, in previous studies, task-irrelevant and response-independent reward-signalling stimuli hardly competed for visual selective attention. Here we put Pavlovian reward learning to the test by manipulating the extent to which bottom-up (Experiment 1) and top-down (Experiment 2) processes were involved in this type of learning. In Experiment 1, the stimulus, the colour of which signalled the magnitude of the reward given, was presented simultaneously with another randomly coloured stimulus, so that it did not capture attention in a stimulus-driven manner. In Experiment 2, observers performed an attentionally demanding RSVP-task at the centre of the screen to largely tax goal-driven attentional resources, while a task-irrelevant and response-independent stimulus in the periphery signalled the magnitude of the reward given. Both experiments showed value-driven attentional capture in a non-reward test phase, indicating that the reward-signalling stimuli were imbued with value during the Pavlovian reward conditioning phases. This suggests that pure Pavlovian reward conditioning can occur even when (1) competition prevents attention being automatically allocated to the reward-signalling stimulus in a stimulus-driven manner, and (2) attention is occupied by a demanding task, leaving little goal-driven attentional resources available to strategically select the reward-signalling stimulus. The observed value-driven attentional capture effects appeared to be similar for observers who could and could not explicitly report the stimulus–reward contingencies. Altogether, this study provides insight in the conditions under which mere stimulus–reward contingencies in the environment can be learned to affect future behaviour. © 2017 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85034621839
"Hayward D.A., Pereira E.J., Otto A.R., Ristic J.","55044330100;55207531700;35322991600;57204305729;","Smile! social reward drives attention",2018,"Journal of Experimental Psychology: Human Perception and Performance","44","2",,"206","214",,21,"10.1037/xhp0000459","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027577262&doi=10.1037%2fxhp0000459&partnerID=40&md5=5603bea38f79bfb2b8630a2b302bcd77","Human social behavior is fine-tuned by interactions between individuals and their environments. Here we show that social motivation plays an important role in this process. Using a novel manipulation of social reward that included elements of real-life social exchanges, we demonstrate the emergence of attentional orienting for coincidental spatial associations that received positive social reward. After an interaction with the experimenter, participants completed a computerized task in which they received positive, negative, or no social reward for their performance to spatially congruent, spatially incongruent, and neutral cue-target pairings, respectively. Even though cue-target spatial correspondences remained at chance, attentional benefits emerged and persisted a day later for targets that received positive social reward. Our data further revealed that participants' level of social competence, as measured by the Autism-Spectrum Quotient scale, was predictably related to the magnitude of their reward-driven attentional benefits. No attentional effects emerged when the social interaction and social reward manipulations were removed. These results show that motivational incentives available during social exchanges affect later individual cognitive functioning, providing one of the first insights into why seemingly ambiguous social signals produce reliable and persistent attentional effects. © 2017 American Psychological Association.",Article,"Final","",Scopus,2-s2.0-85027577262
"Luque D., Vadillo M.A., Gutiérrez-Cobo M.J., Le Pelley M.E.","24366641600;6602776139;57189590991;6603589906;","The blocking effect in associative learning involves learned biases in rapid attentional capture",2018,"Quarterly Journal of Experimental Psychology","71","2",,"522","544",,13,"10.1080/17470218.2016.1262435","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002323762&doi=10.1080%2f17470218.2016.1262435&partnerID=40&md5=f9ad7578c6ea1c026363b798eaeda40e","Blocking refers to the finding that less is learned about the relationship between a stimulus and an outcome if pairings are conducted in the presence of a second stimulus that has previously been established as a reliable predictor of that outcome. Attentional models of associative learning suggest that blocking reflects a reduction in the attention paid to the blocked cue. We tested this idea in three experiments in which participants were trained in an associative learning task using a blocking procedure. Attention to stimuli was measured 250 ms after onset using an adapted version of the dot probe task. This task was presented at the beginning of each learning trial (Experiments 1 and 2) or in independent trials (Experiment 3). Results show evidence of reduced attention to blocked stimuli (i.e. “attentional blocking”). In addition, this attentional bias correlated with the magnitude of blocking in associative learning, as measured by predictive-value judgments. Moreover, Experiments 2 and 3 found evidence of an influence of learning about predictiveness on memory for episodes involving stimuli. These findings are consistent with a central role of learned attentional biases in producing the blocking effect, and in the encoding of new memories. © Experimental Psychology Society 2017.",Article,"Final","",Scopus,2-s2.0-85002323762
"Newell B.R., Le Pelley M.E.","7003401856;6603589906;","Perceptual but not complex moral judgments can be biased by exploiting the dynamics of eye-gaze",2018,"Journal of Experimental Psychology: General","147","3",,"409","417",,34,"10.1037/xge0000386","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040736402&doi=10.1037%2fxge0000386&partnerID=40&md5=d3214be2d5cabb0c0f5d8e661f2bc662","Can judgments be biased via passive monitoring of eye-gaze? We examined this question using a perceptual discrimination task (Experiment 1) and a complex moral judgment task (Experiment 2). Information about the location of participants' gaze at particular time-points in a trial was used to prompt responses. When there was no objective perceptual information available to decision-makers, the timing of the prompt had a small, but detectable effect on judgments (Experiment 1). However, this small effect did not scale up to more complex judgments about moral issues (Experiment 2). Our results are consistent with the well-established idea that participants' judgments are reflected in their eye-gaze, but do not support the recent bold claim of a causal link wherein the timing of a gaze-contingent response-prompt influences complex judgments. © 2016 American Psychological Association.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85040736402
"Talmi D., Slapkova M., Wieser M.J.","56067709100;57204913322;11440385900;","Testing the possibility of model-based pavlovian control of attention to threat",2018,"Journal of Cognitive Neuroscience","31","1",,"36","48",,5,"10.1162/jocn_a_01329","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057803866&doi=10.1162%2fjocn_a_01329&partnerID=40&md5=9b5911a5da40d5e79807522a25f880c8","Signals for reward or punishment attract attention preferentially, a principle termed value-modulated attention capture (VMAC). The mechanisms that govern the allocation of attention can be described with a terminology that is more often applied to the control of overt behaviors, namely, the distinction between instrumental and Pavlovian control, and between model-free and model-based control. Although instrumental control of VMAC can be either model-free or model-based, it is not known whether Pavlovian control of VMAC can be model-based. To decide whether this is possible, we measured steady-state visual evoked potentials (SSVEPs) while 20 healthy adults took part in a novel task. During the learning stage, participants underwent aversive threat conditioning with two conditioned stimuli (CSs): one that predicted pain (CS+) and one that predicted safety (CS−). Instructions given before the test stage allowed participants to infer whether novel, ambiguous CSs (new_CS+/ new_CS−) were threatening or safe. Correct inference required combining stored internal representations and new propositional information, the hallmark of model-based control. SSVEP amplitudes quantified the amount of attention allocated to novel CSs on their very first presentation, before they were ever reinforced. We found that SSVEPs were higher for new_CS+ than new_CS−. This result is potentially indicative of model-based Pavlovian control of VMAC, but additional controls are necessary to verify this conclusively. This result underlines the potential transforma-tive role of information and inference in emotion regulation. © 2018 Massachusetts Institute of Technology.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85057803866
"Marshall T.R., den Boer S., Cools R., Jensen O., Fallon S.J., Zumer J.M.","56497513400;57202757627;7003766203;35487830300;24821902400;10046318500;","Occipital Alpha and Gamma oscillations support complementary mechanisms for processing stimulus value associations",2018,"Journal of Cognitive Neuroscience","30","1",,"119","125",,8,"10.1162/jocn_a_01185","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049244346&doi=10.1162%2fjocn_a_01185&partnerID=40&md5=72edcd5075cd240dab59b7b42fd86809","Selective attention is reflected neurally in changes in the power of posterior neural oscillations in the alpha (8–12 Hz) and gamma (40–100 Hz) bands. Although a neural mechanism that allows relevant information to be selectively processed has its advantages, it may lead to lucrative or dangerous information going unnoticed. Neural systems are also in place for processing rewarding and punishing information. Here, we examine the interaction between selective attention (left vs. right) and stimulus’s learned value associations (neutral, punished, or rewarded) and how they compete for control of posterior neural oscillations. We found that both attention and stimulus–value associations influenced neural oscillations. Whereas selective attention had comparable effects on alpha and gamma oscillations, value associations had dissociable effects on these neural markers of attention. Salient targets (associated with positive and negative outcomes) hijacked changes in alpha power—increasing hemispheric alpha lateralization when salient targets were attended, decreasing it when they were being ignored. In contrast, hemispheric gamma-band lateralization was specifically abolished by negative distractors. Source analysis indicated occipital generators of both attentional and value effects. Thus, posterior cortical oscillations support both the ability to selectively attend while at the same time retaining the ability to remain sensitive to valuable features in the environment. Moreover, the versatility of our attentional system to respond separately to salient from merely positively valued stimuli appears to be carried out by separate neural processes reflected in different frequency bands. © 2017 Massachusetts Institute of Technology.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85049244346
"Theeuwes J.","7006932399;","Visual selection: Usually fast and automatic; Seldom slow and volitional",2018,"Journal of Cognition","1","1","29","","",,145,"10.5334/joc.13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046869498&doi=10.5334%2fjoc.13&partnerID=40&md5=d327e53d208f2b487507d58711c07098","Recently it was argued that in addition to top-down and bottom-up processes, lingering biases of selection history play a major role in visual selection (Awh, Belopolsky & Theeuwes, 2012). Since its publication there has been a growing controversy about the terms top-down, bottom-up and selection-history in relation to visual selection. In the current paper we define these terms, discuss some controversies about these terms and explain what kind of effects should be considered to be the result of lingering biases of selection history, i.e., priming, reward/fear, and statistical learning. We discuss the properties of top-down selection (slow, effortful, and controlled) versus the properties of lingering biases of selection history (fast, effortless, and automatic). We adhere the position that the experience with selecting a particular feature or the location of a feature, may boost and sharpen its representation within the priority selection map above and beyond its physical salience. It is as if the experience may render a feature or location subjectively more salient. Our message of the current review is that true top-down control of visual selection occurs far less often than what is typically assumed. Most of the time, selection is based on experience and history. It is fast, automatic and occurs without much, if any, effort. Copyright © 2018 Ubiquity Press.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85046869498
"Byrom N.C., Murphy R.A.","55599864300;7403470954;","Individual differences are more than a gene × environment interaction: The role of learning",2018,"Journal of Experimental Psychology: Animal Learning and Cognition","44","1",,"36","55",,21,"10.1037/xan0000157","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040546765&doi=10.1037%2fxan0000157&partnerID=40&md5=998c78d702d64f73f366af12006f44ce","Individual differences in behavior are understood generally as arising from an interaction between genes and environment, omitting a crucial component. The literature on animal and human learning suggests the need to posit principles of learning to explain our differences. One of the challenges for the advancement of the field has been to establish how general principles of learning can explain the almost infinite variation in behavior. We present a case that: (a) individual differences in behavior emerge, in part, from principles of learning; (b) associations provide a descriptive mechanism for understanding the contribution of experience to behavior; and (c) learning theories explain dissociable aspects of behavior. We use 4 examples from the field of learning to illustrate the importance of involving psychology, and associative theory in particular, in the analysis of individual differences, these are (a) fear learning; (b) behavior directed to cues for outcomes (i.e., sign- and goal- tracking); (c) stimulus learning related to attention; and (d) human causal learning. © 2018 American Psychological Association.",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85040546765
"McCoy B., Theeuwes J.","57192105321;7006932399;","Overt and covert attention to location-based reward",2018,"Vision Research","142",,,"27","39",,7,"10.1016/j.visres.2017.10.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035047789&doi=10.1016%2fj.visres.2017.10.003&partnerID=40&md5=6bed324e947788375a5d84d6cce4ac69","Recent research on the impact of location-based reward on attentional orienting has indicated that reward factors play an influential role in spatial priority maps. The current study investigated whether and how reward associations based on spatial location translate from overt eye movements to covert attention. If reward associations can be tied to locations in space, and if overt and covert attention rely on similar overlapping neuronal populations, then both overt and covert attentional measures should display similar spatial-based reward learning. Our results suggest that location- and reward-based changes in one attentional domain do not lead to similar changes in the other. Specifically, although we found similar improvements at differentially rewarded locations during overt attentional learning, this translated to the least improvement at a highly rewarded location during covert attention. We interpret this as the result of an increased motivational link between the high reward location and the trained eye movement response acquired during learning, leading to a relative slowing during covert attention when the eyes remained fixated and the saccade response was suppressed. In a second experiment participants were not required to keep fixated during the covert attention task and we no longer observed relative slowing at the high reward location. Furthermore, the second experiment revealed no covert spatial priority of rewarded locations. We conclude that the transfer of location-based reward associations is intimately linked with the reward-modulated motor response employed during learning, and alternative attentional and task contexts may interfere with learned spatial priorities. © 2017 The Authors",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85035047789
